course_id,course_name,section_id,session,days/times,dates,instructor,status
ANSTUA410205326,ANST-UA 410 - Animal Minds,Section: 001-LEC (8953),Session: Regular Academic Session,Days/Times: MoWe 2:00pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Alexandra Eleni Bookis, Jeffrey Raymond Sebo,Status: Open
ANSTUA600153315,ANST-UA 600 - Topics in AS:,Section: 001-SEM (9025),Topic: Literary Animals,Session: Regular Academic Session,Days/Times: MoWe 3:30pm - 4:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Nandini Akira Thiyagarajan
ANSTUA600153315,ANST-UA 600 - Topics in AS:,Section: 004-SEM (9708),Topic: Pets, Pests, or Family: On Companion Species,Session: Regular Academic Session,Days/Times: MoWe 12:30pm - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Nandini Akira Thiyagarajan
ANTHUA1126178,ANTH-UA 1 - Culture, Power, Society,Section: 001-LEC (7629),Session: Regular Academic Session,Days/Times: TuTh 2:00pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Amy Zhang,Status: Open
ANTHUA1126178,ANTH-UA 1 - Culture, Power, Society,Section: 004-RCT (7632),Session: Regular Academic Session,Days/Times: Th 8:00am - 9:15am,Dates: 01/27/2020 - 05/11/2020,Instructor: Jayati Narain,Status: Open
ANTHUA1126178,ANTH-UA 1 - Culture, Power, Society,Section: 006-RCT (9927),Session: Regular Academic Session,Days/Times: Fr 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Anisha Chadha,Status: Open
ANTHUA1126178,ANTH-UA 1 - Culture, Power, Society,Section: 007-RCT (9928),Session: Regular Academic Session,Days/Times: Fr 11:00am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Anisha Chadha,Status: Open
ANTHUA2126179,ANTH-UA 2 - Human Evolution,Section: 005-LAB (7638),Session: Regular Academic Session,Days/Times: We 10:30am - 11:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Jasmine Ruby Hernandez,Status: Open
ANTHUA3126180,ANTH-UA 3 - Archaeology: Early Societies & Culture,Section: 001-LEC (7639),Session: Regular Academic Session,Days/Times: TuTh 2:00pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Pam Crabtree,Status: Open
ANTHUA3126180,ANTH-UA 3 - Archaeology: Early Societies & Culture,Section: 002-LAB (7640),Session: Regular Academic Session,Days/Times: Th 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Emily Coco,Status: Open
ANTHUA3126180,ANTH-UA 3 - Archaeology: Early Societies & Culture,Section: 003-LAB (7641),Session: Regular Academic Session,Days/Times: Th 11:00am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Emily Coco,Status: Open
ANTHUA17126182,ANTH-UA 17 - Language, Culture, and Society,Section: 001-LEC (7642),Session: Regular Academic Session,Days/Times: MoWe 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Sonia Das,Status: Open
ANTHUA17126182,ANTH-UA 17 - Language, Culture, and Society,Section: 002-RCT (20190),Session: Regular Academic Session,Days/Times: Th 12:30pm - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Mátyás Mervay,Status: Open
ANTHUA17126182,ANTH-UA 17 - Language, Culture, and Society,Section: 003-RCT (7643),Session: Regular Academic Session,Days/Times: Th 2:00pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Parmida Mostafavi,Status: Open
ANTHUA17126182,ANTH-UA 17 - Language, Culture, and Society,Section: 004-RCT (20191),Session: Regular Academic Session,Days/Times: Th 3:30pm - 4:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Parmida Mostafavi,Status: Open
ANTHUA17126182,ANTH-UA 17 - Language, Culture, and Society,Section: 005-RCT (9711),Session: Regular Academic Session,Days/Times: Th 11:00am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Mátyás Mervay,Status: Open
ANTHUA35126191,ANTH-UA 35 - Medical Anthropology,Section: 001-LEC (7644),Session: Regular Academic Session,Days/Times: MoWe 2:00pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Andrew Robert Patrick Ashley, Cara Idriss, Helena B Hansen,Status: Open
ANTHUA53126205,ANTH-UA 53 - Human Genetics,Section: 001-LEC (20044),Session: Regular Academic Session,Days/Times: MoWe 11:00am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Amber Eliza Trujillo, Andrew S Burrell,Status: Open
ANTHUA82126237,ANTH-UA 82 - Anthropology In and Of Museums,Section: 001-SEM (21134),Topic: Anthropology of Museums,Session: Regular Academic Session,Days/Times: Mo 2:00pm - 4:30pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Urmila Mohan
ANTHUA112126220,ANTH-UA 112 - Anthropology of Gender and Sexuality,Section: 001-SEM (9922),Session: Regular Academic Session,Days/Times: We 6:20pm - 8:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Anna Value Ward Wilking,Status: Open
ANTHUA220126236,ANTH-UA 220 - Religion and Media,Section: 001-LEC (20043),Session: Regular Academic Session,Days/Times: TuTh 11:00am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Angela Zito, Shayan Momin,Status: Open
ANTHUA327233038,ANTH-UA 327 - Introduction to Bioarchaeology,Section: 001-LEC (23582),Session: Regular Academic Session,Days/Times: Fr 9:30am - 12:30pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Daniela Wolin,Status: Open
ANTHUA603208256,ANTH-UA 603 - Popular Culture in Latin America,Section: 001-LEC (21862),Session: Regular Academic Session,Days/Times: TuTh 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Melissa Maldonado-Salcedo,Status: Open
ANTHUA703231086,ANTH-UA 703 - Islam in the World,Section: 001-SEM (20045),Session: Regular Academic Session,Days/Times: Th 2:00pm - 4:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Michael C Gilsenan,Status: Open
ANTHUA951126260,ANTH-UA 951 - Honors Research II,Section: 001-IND (7645),Session: Regular Academic Session,Days/Times: We 12:30pm - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Sally E Merry,Status: Open
ANTHUA980126261,ANTH-UA 980 - Internship,Section: 001-SEM (10528),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Justin Pargeter,Status: Open
ANTHUA981126262,ANTH-UA 981 - Internship,Section: 001-SEM (25621),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Helena B Hansen,Status: Open
ANTHUA997126263,ANTH-UA 997 - Independent Study,Section: 001-IND (7646),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Anne M Rademacher,Status: Open
ANTHUA997126263,ANTH-UA 997 - Independent Study,Section: 002-IND (7647),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Pam Crabtree,Status: Open
ANTHUA997126263,ANTH-UA 997 - Independent Study,Section: 003-IND (7648),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Elayne Mary Oliphant,Status: Open
ANTHUA997126263,ANTH-UA 997 - Independent Study,Section: 004-IND (10496),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Scott Alan Williams,Status: Open
ANTHUA997126263,ANTH-UA 997 - Independent Study,Section: 005-IND (10498),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Bruce M Grant,Status: Open
ANTHUA997126263,ANTH-UA 997 - Independent Study,Section: 006-IND (10508),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Bruce M Grant,Status: Open
ANTHUA997126263,ANTH-UA 997 - Independent Study,Section: 007-IND (10529),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Staff,Status: Open
ANTHUA998126264,ANTH-UA 998 - Independent Study,Section: 001-IND (7649),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Staff,Status: Open
ANTHUA998126264,ANTH-UA 998 - Independent Study,Section: 002-IND (7650),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Staff,Status: Open
ANTHUA998126264,ANTH-UA 998 - Independent Study,Section: 003-IND (7651),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Staff,Status: Open
ANTHUA998126264,ANTH-UA 998 - Independent Study,Section: 004-IND (7652),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Staff,Status: Open
ANTHUA998126264,ANTH-UA 998 - Independent Study,Section: 005-IND (7653),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Staff,Status: Open
ANTHUA998126264,ANTH-UA 998 - Independent Study,Section: 006-IND (7654),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Staff,Status: Open
ARTHUA1127939,ARTH-UA 1 - History of Western Art I,Section: 003-LEC (8096),Session: Regular Academic Session,Days/Times: MoWe 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Jennifer Miyuki Babcock,Status: Open
ARTHUA1127939,ARTH-UA 1 - History of Western Art I,Section: 005-RCT (8098),Session: Regular Academic Session,Days/Times: Tu 12:30pm - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Alexa Sue Amore,Status: Open
ARTHUA1127939,ARTH-UA 1 - History of Western Art I,Section: 006-RCT (8099),Session: Regular Academic Session,Days/Times: We 12:30pm - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Marlee H Miller,Status: Open
ARTHUA2127940,ARTH-UA 2 - History of Western Art II,Section: 001-LEC (8101),Session: Regular Academic Session,Days/Times: TuTh 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Louise Rice,Status: Open
ARTHUA2127940,ARTH-UA 2 - History of Western Art II,Section: 002-LEC (8102),Session: Regular Academic Session,Days/Times: TuTh 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Louise Rice,Status: Open
ARTHUA2127940,ARTH-UA 2 - History of Western Art II,Section: 003-LEC (8103),Session: Regular Academic Session,Days/Times: TuTh 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Louise Rice,Status: Open
ARTHUA2127940,ARTH-UA 2 - History of Western Art II,Section: 004-RCT (8104),Session: Regular Academic Session,Days/Times: Tu 2:00pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Bronte Alexandra Patterson,Status: Open
ARTHUA2127940,ARTH-UA 2 - History of Western Art II,Section: 005-RCT (8105),Session: Regular Academic Session,Days/Times: We 11:00am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Josephine E Cook,Status: Open
ARTHUA311127979,ARTH-UA 311 - Dutch &Flemish Painting, 1600-1700,Section: 001-LEC (19882),Session: Regular Academic Session,Days/Times: TuTh 2:00pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Anne J Correll, Louise Rice,Status: Open
ARTHUA315127981,ARTH-UA 315 - Art in Spain from El Greco to Goya,Section: 001-LEC (19817),Session: Regular Academic Session,Days/Times: TuTh 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Edward J Sullivan,Status: Open
ARTHUA450128005,ARTH-UA 450 - Sp Tpcs Modern Art:,Section: 004-LEC (10072),Topic: Museums and the Art Market,Session: Regular Academic Session,Days/Times: MoWe 3:30pm - 4:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Miriam M Basilio, Rachel Lindsay Boate
ARTHUA531128018,ARTH-UA 531 - South Asian Art II: 1200 to The Present,Section: 001-LEC (9038),Session: Regular Academic Session,Days/Times: MoWe 2:00pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Dipti Khera,Status: Open
ARTHUA550128021,ARTH-UA 550 - Sp Tpcs Non-Western Art:,Section: 001-SEM (10034),Topic: Islamic Art as Global Art,Session: Regular Academic Session,Days/Times: MoWe 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Finbarr Barry Flood
ARTHUA570128026,ARTH-UA 570 - North American Indian Arts,Section: 001-LEC (19818),Session: Regular Academic Session,Days/Times: Tu 9:30am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: George A Corbin,Status: Open
ARTHUA650128029,ARTH-UA 650 - Sp Tpcs in Urban Design & Architecture:,Section: 001-SEM (8109),Topic: URDS and Health,Session: Regular Academic Session,Days/Times: Mo 4:55pm - 7:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Yetsuh Frank
ARTHUA650128029,ARTH-UA 650 - Sp Tpcs in Urban Design & Architecture:,Section: 002-SEM (8855),Topic: The Architecture of Gilded Age New York,Session: Regular Academic Session,Days/Times: We 3:30pm - 6:10pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Mosette Broderick
ARTHUA650128029,ARTH-UA 650 - Sp Tpcs in Urban Design & Architecture:,Section: 003-SEM (8856),Topic: Sp Tpcs: Case Studies in,Session: Regular Academic Session,Days/Times: Th 4:55pm - 7:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Gregory G Dietrich
ARTHUA650128029,ARTH-UA 650 - Sp Tpcs in Urban Design & Architecture:,Section: 004-SEM (8857),Topic: Landscapes and Gardens,Session: Regular Academic Session,Days/Times: Tu 2:00pm - 5:00pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Magda Salvesen
ARTHUA650128029,ARTH-UA 650 - Sp Tpcs in Urban Design & Architecture:,Section: 005-SEM (8885),Topic: Architectural Drawing,Session: Regular Academic Session,Days/Times: Tu 9:30am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Maria Ibanez, Todd Rouhe
ARTHUA650128029,ARTH-UA 650 - Sp Tpcs in Urban Design & Architecture:,Section: 006-SEM (23618),Topic: Clarence True and the Upper West Side: A Study of,Session: Regular Academic Session,Days/Times: Mo 2:00pm - 4:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Sean Khorsandi
ARTHUA650128029,ARTH-UA 650 - Sp Tpcs in Urban Design & Architecture:,Section: 007-SEM (24664),Topic: The 4-Dimensional Landscape,Session: Regular Academic Session,Days/Times: Tu 4:55pm - 7:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Jennifer Bolstad
ARTHUA661128033,ARTH-UA 661 - Shaping The Urban Environment,Section: 001-LEC (8110),Session: Regular Academic Session,Days/Times: TuTh 3:30pm - 4:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Jonathan Hume Ritter, Rebecca Ann Salem,Status: Open
ARTHUA661128033,ARTH-UA 661 - Shaping The Urban Environment,Section: 002-LEC (8111),Session: Regular Academic Session,Days/Times: TuTh 3:30pm - 4:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Jonathan Hume Ritter, Rebecca Ann Salem,Status: Open
ARTHUA661128033,ARTH-UA 661 - Shaping The Urban Environment,Section: 003-LEC (8112),Session: Regular Academic Session,Days/Times: TuTh 3:30pm - 4:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Jonathan Hume Ritter, Rebecca Ann Salem,Status: Open
ARTHUA800128049,ARTH-UA 800 - Advanced Seminar,Section: 005-SEM (19819),Topic: Of Monsters and Men: Bruegel and Bosch Reconsidere,Session: Regular Academic Session,Days/Times: Th 3:30pm - 6:10pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Dennis V Geronimus
ARTHUA804128053,ARTH-UA 804 - Independent Studies,Section: 002-IND (8121),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Meredith S Martin,Status: Open
ARTHUA850160393,ARTH-UA 850 - Special Topics:,Section: 002-LEC (9644),Topic: Greek Painting: From Myth to Image,Session: Regular Academic Session,Days/Times: MoWe 11:00am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Joan Breton Connelly
BIOLUA12126628,BIOL-UA 12 - Principles of Biology II,Section: 001-LEC (7694),Session: Regular Academic Session,Days/Times: MoWe 9:30am - 10:45am Fr 2:00pm - 4:00pm Fr 2:00pm - 4:00pm,Dates: 01/27/2020 - 05/11/2020 03/06/2020 - 03/06/2020 04/17/2020 - 04/17/2020,Instructor: Esteban O Mazzoni, Gloria Coruzzi, Katie Schneider, Michael Carrozza, Patrick Eichenberger,Status: Open
BIOLUA12126628,BIOL-UA 12 - Principles of Biology II,Section: 005-RCT (7697),Session: Regular Academic Session,Days/Times: Tu 12:30pm - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Daniel Sultanov,Status: Open
BIOLUA12126628,BIOL-UA 12 - Principles of Biology II,Section: 008-RCT (7699),Session: Regular Academic Session,Days/Times: Tu 3:30pm - 4:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Daniel Sultanov,Status: Open
BIOLUA12126628,BIOL-UA 12 - Principles of Biology II,Section: 016-RCT (7702),Session: Regular Academic Session,Days/Times: We 12:30pm - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Staff,Status: Open
BIOLUA12126628,BIOL-UA 12 - Principles of Biology II,Section: 017-RCT (7703),Session: Regular Academic Session,Days/Times: We 12:30pm - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Guy D Mason,Status: Open
BIOLUA12126628,BIOL-UA 12 - Principles of Biology II,Section: 028-RCT (7708),Session: Regular Academic Session,Days/Times: Th 12:30pm - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Akash Sookdeo,Status: Open
BIOLUA12126628,BIOL-UA 12 - Principles of Biology II,Section: 032-RCT (7709),Session: Regular Academic Session,Days/Times: Th 3:30pm - 4:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Staff,Status: Open
BIOLUA21126634,BIOL-UA 21 - Molecular and Cell Biology I,Section: 001-LEC (10067),Session: Regular Academic Session,Days/Times: MoWe 9:30am - 10:45am Fr 2:00pm - 4:00pm Fr 2:00pm - 4:00pm,Dates: 01/27/2020 - 05/11/2020 03/06/2020 - 03/06/2020 04/17/2020 - 04/17/2020,Instructor: Joseph Osmundson,Status: Open
BIOLUA21126634,BIOL-UA 21 - Molecular and Cell Biology I,Section: 002-RCT (10068),Session: Regular Academic Session,Days/Times: Tu 3:30pm - 4:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Allison Roder,Status: Open
BIOLUA21126634,BIOL-UA 21 - Molecular and Cell Biology I,Section: 003-RCT (10069),Session: Regular Academic Session,Days/Times: Tu 5:00pm - 6:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Allison Roder,Status: Open
BIOLUA22126635,BIOL-UA 22 - Molecular and Cell Biology II,Section: 001-LEC (7710),Session: Regular Academic Session,Days/Times: MoWe 9:30am - 10:45am Fr 2:00pm - 4:00pm Fr 2:00pm - 4:00pm,Dates: 01/27/2020 - 05/11/2020 03/06/2020 - 03/06/2020 04/17/2020 - 04/17/2020,Instructor: Carlos Carmona Fontaine, Joseph Koussa, Lionel A Christiaen,Status: Open
BIOLUA22126635,BIOL-UA 22 - Molecular and Cell Biology II,Section: 003-RCT (7711),Session: Regular Academic Session,Days/Times: Mo 2:00pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Joseph Koussa,Status: Open
BIOLUA22126635,BIOL-UA 22 - Molecular and Cell Biology II,Section: 004-RCT (7712),Session: Regular Academic Session,Days/Times: Tu 11:00am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Jeremy K Garcia,Status: Open
BIOLUA22126635,BIOL-UA 22 - Molecular and Cell Biology II,Section: 006-RCT (7714),Session: Regular Academic Session,Days/Times: We 2:00pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Jeremy K Garcia,Status: Open
BIOLUA22126635,BIOL-UA 22 - Molecular and Cell Biology II,Section: 008-RCT (8894),Session: Regular Academic Session,Days/Times: Th 2:00pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Dylan Iannitelli,Status: Open
BIOLUA22126635,BIOL-UA 22 - Molecular and Cell Biology II,Section: 010-RCT (9237),Session: Regular Academic Session,Days/Times: We 2:00pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Dylan Iannitelli,Status: Open
BIOLUA27126640,BIOL-UA 27 - ATB: Experimental Physiology,Section: 001-LAB (9227),Session: Regular Academic Session,Days/Times: We 12:30pm - 3:30pm Mo 12:30pm - 1:45pm,Dates: 01/27/2020 - 05/11/2020 01/27/2020 - 05/11/2020,Instructor: Nataliya V Galifianakis,Status: Open
BIOLUA32126645,BIOL-UA 32 - Gene Structure and Function,Section: 001-LEC (9694),Session: Regular Academic Session,Days/Times: Mo 12:30pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Apoorva Goyal, Suse Broyde,Status: Open
BIOLUA37126648,BIOL-UA 37 - ATB: Applied Cell Biology,Section: 002-LAB (24196),Session: Regular Academic Session,Days/Times: TuTh 4:45pm - 7:00pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Ignatius P Tan,Status: Open
BIOLUA42126651,BIOL-UA 42 - Biostatistics,Section: 001-LEC (8805),Session: Regular Academic Session,Days/Times: TuTh 2:00pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Brian Parker,Status: Open
BIOLUA42126651,BIOL-UA 42 - Biostatistics,Section: 002-RCT (8842),Session: Regular Academic Session,Days/Times: We 8:00am - 9:15am,Dates: 01/27/2020 - 05/11/2020,Instructor: Nikos Konstantinidis,Status: Open
BIOLUA45161482,BIOL-UA 45 - Biostatistics and Human Genetics,Section: 001-LEC (10014),Session: Regular Academic Session,Days/Times: TuTh 11:00am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: David Gresham,Status: Open
BIOLUA45161482,BIOL-UA 45 - Biostatistics and Human Genetics,Section: 003-RCT (10241),Session: Regular Academic Session,Days/Times: We 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Grace Avecilla,Status: Open
BIOLUA64155328,BIOL-UA 64 - Ecological Analysis Geog Info System,Section: 001-LEC (9085),Session: Regular Academic Session,Days/Times: We 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Mary E Killilea,Status: Open
BIOLUA64155328,BIOL-UA 64 - Ecological Analysis Geog Info System,Section: 002-LAB (9086),Session: Regular Academic Session,Days/Times: MoWe 11:00am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Staff,Status: Open
BIOLUA66126658,BIOL-UA 66 - Biogeochemistry of Global Change,Section: 001-LEC (9587),Session: Regular Academic Session,Days/Times: MoWe 2:00pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Anna Paltseva,Status: Open
BIOLUA70203582,BIOL-UA 70 - ATB: Microbiology,Section: 002-LAB (10027),Session: Regular Academic Session,Days/Times: Tu 12:30pm - 1:45pm Th 12:30pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020 01/27/2020 - 05/11/2020,Instructor: Michael Carrozza,Status: Open
BIOLUA123208933,BIOL-UA 123 - Principles of Biology Laboratory,Section: 003-LAB (8928),Session: Regular Academic Session,Days/Times: Mo 2:00pm - 4:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Leen Azeez,Status: Open
BIOLUA123208933,BIOL-UA 123 - Principles of Biology Laboratory,Section: 004-LAB (8929),Session: Regular Academic Session,Days/Times: Mo 2:00pm - 4:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Robert Patrick Madramootoo,Status: Open
BIOLUA123208933,BIOL-UA 123 - Principles of Biology Laboratory,Section: 009-LAB (8931),Session: Regular Academic Session,Days/Times: Tu 11:00am - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Robert Patrick Madramootoo,Status: Open
BIOLUA123208933,BIOL-UA 123 - Principles of Biology Laboratory,Section: 011-LAB (8933),Session: Regular Academic Session,Days/Times: Tu 2:00pm - 4:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Joseph Jae-Suk Kim,Status: Open
BIOLUA123208933,BIOL-UA 123 - Principles of Biology Laboratory,Section: 013-LAB (8934),Session: Regular Academic Session,Days/Times: Tu 5:00pm - 7:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Joseph Jae-Suk Kim,Status: Open
BIOLUA123208933,BIOL-UA 123 - Principles of Biology Laboratory,Section: 015-LAB (8935),Session: Regular Academic Session,Days/Times: We 11:00am - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Christopher J Catalano,Status: Open
BIOLUA123208933,BIOL-UA 123 - Principles of Biology Laboratory,Section: 017-LAB (8937),Session: Regular Academic Session,Days/Times: We 2:00pm - 4:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Leen Azeez,Status: Open
BIOLUA123208933,BIOL-UA 123 - Principles of Biology Laboratory,Section: 021-LAB (8940),Session: Regular Academic Session,Days/Times: Th 8:00am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Meifan Zhang,Status: Open
BIOLUA123208933,BIOL-UA 123 - Principles of Biology Laboratory,Section: 023-LAB (8941),Session: Regular Academic Session,Days/Times: Th 11:00am - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Meifan Zhang,Status: Open
BIOLUA123208933,BIOL-UA 123 - Principles of Biology Laboratory,Section: 027-LAB (8943),Session: Regular Academic Session,Days/Times: Th 5:00pm - 7:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Daniel Haro,Status: Open
BIOLUA124208099,BIOL-UA 124 - Fundamentals of Bioinformatics,Section: 001-LEC (8873),Session: Regular Academic Session,Days/Times: Mo 9:30am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Shao-shan Carol Huang,Status: Open
BIOLUA124208099,BIOL-UA 124 - Fundamentals of Bioinformatics,Section: 002-RCT (8875),Session: Regular Academic Session,Days/Times: Th 5:00pm - 6:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Nicholas Moss,Status: Open
BIOLUA256225424,BIOL-UA 256 - Computers in Medicine & Biolog,Section: 001-LEC (23509),Session: Regular Academic Session,Days/Times: MoWe 2:00pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Leslie Greengard,Status: Open
BIOLUA256225424,BIOL-UA 256 - Computers in Medicine & Biolog,Section: 002-LAB (23510),Session: Regular Academic Session,Days/Times: Fr 2:00pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Ondrej Maxian,Status: Open
BIOLUA390226619,BIOL-UA 390 - Urban Ecology,Section: 001-LEC (19680),Session: Regular Academic Session,Days/Times: TuTh 12:30pm - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Katie Schneider,Status: Open
BIOLUA999126677,BIOL-UA 999 - Undergraduate Research Thesis,Section: 002-IND (9233),Session: Regular Academic Session,Days/Times: Fr 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Ignatius P Tan,Status: Open
SCHOLUA10126161,SCHOL-UA 10 - Freshman Scholars Seminar,Section: 001-SEM (7613),Session: Regular Academic Session,Days/Times: Tu 6:20pm - 7:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Jonathan Hume Ritter,Status: Open
SCHOLUA10126161,SCHOL-UA 10 - Freshman Scholars Seminar,Section: 002-SEM (7614),Session: Regular Academic Session,Days/Times: We 6:20pm - 7:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Esteban O Mazzoni,Status: Open
